Id,dept_Id,SubDept_Id,Vehicle_Id,Vehicle_Profile_Id,Description,Vehicle_Price_Id,Vehicle_Showroom_Price,Vehicle_Showroom_Delta,Vehicle_Showroom_Payment_Date,Average,Increment,Target_Simulation_Id
298,298,1,0,0,Engine_Base,33,34,12340.0123,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,42,43,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,48,49,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,51,52,134560.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,-184468.7534,17141.08512,1068
298,298,1,0,0,Engine_Base,31,32,12340.0123,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,39,40,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,47,48,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,40,41,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,41,42,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,52,53,134560.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,36,37,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,-229118.3745,26443.08843,1068
298,298,1,0,0,Engine_Base,44,45,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,38,39,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,34,35,12340.0123,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,32,33,12340.0123,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,35,36,0.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,29,30,12340.0123,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,49,50,134560.01,3/20/2023,1668.2506,0,1068
298,298,1,0,0,Engine_Base,55,56,134560.01,3/20/2023,1668.2506,0,1068
298,298,1,1,5,Grand Vitara,7,56432.60486,1289.0001,8/21/2023,1660351.872,-422006.2867,1068
298,298,1,1,1,Grand Vitara,7,56432.60486,1289.0001,4/20/2023,508671.8297,-39781.07125,1068
298,298,1,0,5,Grand Vitara,8,3894560.999,1289.0001,8/21/2023,-1349219.655,515327.0438,1068
298,298,1,1,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,545810.488,-50717.59224,1068
298,298,1,1,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,677920.8376,-78240.40949,1068
298,298,1,1,1,Grand Vitara,6,54670.9942,1289.0001,4/20/2023,1406491.507,-304138.8467,1068
298,298,1,1,2,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,1620655.904,-416443.4969,1068
298,298,1,0,0,Engine_Base,50,51,134560.01,3/20/2023,1668.2506,0,1068
298,298,1,0,5,Engine_Base,67,68456.89,12345.01,8/21/2023,51948.56426,0,1068
298,298,1,1,3,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,2732046.705,-1144607.365,1068
298,298,1,1,3,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,293010.7649,-13165.73471,1068
298,298,1,1,4,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,734139.7993,-85339.32269,1068
298,298,1,1,5,Grand Vitara,8,3894560.999,1289.0001,8/21/2023,2495064.289,-952976.197,1068
298,298,1,0,5,Grand Vitara,7,56432.60486,1289.0001,8/21/2023,-897844.3524,228202.2499,1068
298,298,1,1,2,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,797043.8873,-100725.5167,1068
298,298,1,0,4,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,-1450208.815,625008.624,1068
298,298,1,0,4,Engine_Base,66,67456.789,45678.01,7/20/2023,50222.73662,0,1068
298,298,1,0,2,Engine_Base,64,65,0.01,5/22/2023,50155.411,0,1068
298,298,1,0,4,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,-391152.0203,45469.12387,1068
298,298,1,0,0,Engine_Base,53,543456.1234,134560.01,3/20/2023,1668.2506,0,1068
298,298,1,0,1,Grand Vitara,6,54670.9942,1289.0001,4/20/2023,-715828.6797,154790.3754,1068
298,298,1,0,1,Grand Vitara,7,56432.60486,1289.0001,4/20/2023,-258886.6569,20246.30085,1068
298,298,1,0,1,Engine_Base,63,64,0.01,4/20/2023,51724.28083,0,1068
298,298,1,0,2,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,-411990.8761,52064.84348,1068
298,298,1,0,2,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,-837714.7815,215259.0081,1068
298,298,1,0,3,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,-1433917.157,600748.1366,1068
298,298,1,0,0,Engine_Base,54,55,134560.01,3/20/2023,1668.2506,0,1068
298,298,1,0,3,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,-153786.9621,6910.040975,1068
298,298,1,0,3,Engine_Base,65,66345.789,45678.01,6/20/2023,51857.51069,0,1068
307,307,1,0,1,Engine_Base,65,66345.789,45678.01,6/20/2023,51857.51069,0,1068
307,307,1,0,1,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,-153786.9621,6910.040975,1068
307,307,1,0,2,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,-391152.0203,45469.12387,1068
307,307,1,0,1,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,-1433917.157,600748.1366,1068
307,307,1,0,0,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,-411990.8761,52064.84348,1068
307,307,1,0,0,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,-837714.7815,215259.0081,1068
307,307,1,1,1,Engine_Base,65,66345.789,45678.01,6/20/2023,-51857.51069,0,1068
307,307,1,0,2,Engine_Base,66,67456.789,45678.01,7/20/2023,50222.73662,0,1068
307,307,1,1,2,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,1450208.815,-625008.624,1068
307,307,1,1,2,Engine_Base,66,67456.789,45678.01,7/20/2023,-50222.73662,0,1068
307,307,1,1,2,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,391152.0203,-45469.12387,1068
307,307,1,1,1,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,1433917.157,-600748.1366,1068
307,307,1,1,1,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,153786.9621,-6910.040975,1068
307,307,1,1,0,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,837714.7815,-215259.0081,1068
307,307,1,1,0,Engine_Base,64,65,0.01,5/22/2023,-50155.411,0,1068
307,307,1,1,0,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,411990.8761,-52064.84348,1068
307,307,1,0,2,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,-1450208.815,625008.624,1068
309,309,1,0,0,Engine_Base,31,32,12340.0123,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,46,47,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,36,37,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,50,51,134560.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,30,31,12340.0123,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,-158116.0743,14692.35867,1068
309,309,1,0,0,Engine_Base,49,50,134560.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,28,29,12340.0123,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,51,52,134560.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,32,33,12340.0123,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,44,45,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,45,46,0.01,3/20/2023,1429.929086,0,1068
309,309,1,1,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,562637.7133,-64935.16266,1068
309,309,1,1,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,45523.252,-42092.80014,1068
309,309,1,0,0,Engine_Base,55,56,134560.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,29,30,12340.0123,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,48,49,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,38,39,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,35,36,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,41,42,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,54,55,134560.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,37,38,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,43,44,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,33,34,12340.0123,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,39,40,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,53,543456.1234,134560.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,40,41,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,52,53,134560.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,-196387.1782,22665.55093,1068
309,309,1,0,0,Engine_Base,42,43,0.01,3/20/2023,1429.929086,0,1068
309,309,1,0,0,Engine_Base,34,35,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,50,51,134560.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,48,49,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,52,53,134560.01,3/20/2023,1429.929086,0,1068
310,310,1,0,1,Engine_Base,63,64,0.01,4/20/2023,44335.09785,0,1068
310,310,1,0,0,Engine_Base,40,41,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,41,42,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,51,52,134560.01,3/20/2023,1429.929086,0,1068
310,310,1,0,1,Grand Vitara,6,54670.9942,1289.0001,4/20/2023,-613567.4397,132677.4247,1068
310,310,1,0,5,Grand Vitara,8,3894560.999,1289.0001,8/21/2023,-1156473.99,441708.8814,1068
310,310,1,0,1,Grand Vitara,7,56432.60486,1289.0001,4/20/2023,-221902.8487,17354.07859,1068
310,310,1,0,2,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,-353135.0367,44626.92887,1068
310,310,1,0,4,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,-335273.1603,38973.52144,1068
310,310,1,0,0,Engine_Base,54,55,134560.01,3/20/2023,1429.929086,0,1068
310,310,1,0,4,Engine_Base,66,67456.789,45678.01,7/20/2023,43048.05996,0,1068
310,310,1,0,3,Engine_Base,65,66345.789,45678.01,6/20/2023,44449.29488,0,1068
310,310,1,0,3,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,-1229071.849,514927.0408,1068
310,310,1,0,2,Engine_Base,64,65,0.01,5/22/2023,42990.35229,0,1068
310,310,1,0,3,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,-131817.3961,5923.02531,1068
310,310,1,0,2,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,-718041.2413,184507.668,1068
310,310,1,0,0,Engine_Base,49,50,134560.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,46,47,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,-196387.1782,22665.55093,1068
310,310,1,0,0,Engine_Base,45,46,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,5,Grand Vitara,7,56432.60486,1289.0001,8/21/2023,-769580.8735,195601.8619,1068
310,310,1,0,0,Engine_Base,44,45,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,43,44,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,55,56,134560.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,42,43,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,37,38,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,32,33,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,33,34,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,34,35,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,30,31,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,39,40,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,36,37,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,-158116.0743,14692.35867,1068
310,310,1,0,0,Engine_Base,29,30,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,38,39,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,28,29,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,31,32,12340.0123,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,47,48,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,0,Engine_Base,35,36,0.01,3/20/2023,1429.929086,0,1068
310,310,1,0,5,Engine_Base,67,68456.89,12345.01,8/21/2023,44527.34079,0,1068
310,310,1,0,4,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,-1243036.128,535721.6112,1068
310,310,1,1,5,Grand Vitara,8,3894560.999,1289.0001,8/21/2023,2070768.722,-790918.8047,1068
310,310,1,1,2,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,1345056.947,-345625.3558,1068
310,310,1,1,5,Grand Vitara,7,56432.60486,1289.0001,8/21/2023,1378002.458,-350242.2944,1068
310,310,1,1,4,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,2258986.252,-973573.8859,1068
310,310,1,1,4,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,609296.4178,-70827.0818,1068
310,310,1,1,3,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,2267451.339,-949962.2509,1068
310,310,1,1,3,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,243183.1235,-10926.83524,1068
310,310,1,1,2,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,661503.4164,-83596.44562,1068
310,310,1,1,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,562637.7133,-64935.16266,1068
310,310,1,1,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,45523.252,-42092.80014,1068
310,310,1,1,1,Grand Vitara,7,56432.60486,1289.0001,4/20/2023,422170.1697,-33016.13033,1068
310,310,1,1,1,Grand Vitara,6,54670.9942,1289.0001,4/20/2023,1167312.054,-252418.7788,1068
311,311,1,0,0,Suzuki Swift,29,30,12340.0123,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,36,37,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,49,50,134560.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,28,29,12340.0123,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,50,51,134560.01,3/20/2023,-834.1253,0,1068
311,311,1,1,1,Grand Vitara,7,56432.60486,1289.0001,4/20/2023,-96167.85639,7520.848885,1068
311,311,1,0,1,Suzuki Swift,63,64,0.01,4/20/2023,-19213.86475,0,1068
311,311,1,0,1,Grand Vitara,7,56432.60486,1289.0001,4/20/2023,96167.85639,-7520.848885,1068
311,311,1,0,2,Suzuki Swift,64,65,0.01,5/22/2023,-14330.11743,0,1068
311,311,1,0,2,Engine_Base,64,65,0.01,5/22/2023,-2388.352905,0,1068
311,311,1,0,2,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,137330.292,-17354.96335,1068
311,311,1,0,2,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,279238.2605,-71753.0027,1068
311,311,1,0,0,Suzuki Swift,37,38,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,48,49,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,41,42,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,43,44,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,51,52,134560.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,42,43,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,34,35,12340.0123,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,65571.66613,-6093.014963,1068
311,311,1,0,0,Suzuki Swift,30,31,12340.0123,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,35,36,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,81442.918,-9399.536066,1068
311,311,1,0,0,Suzuki Swift,54,55,134560.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,55,56,134560.01,3/20/2023,-834.1253,0,1068
311,311,1,0,3,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,531937.01,-222858.1812,1068
311,311,1,0,0,Suzuki Swift,44,45,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,40,41,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,47,48,0.01,3/20/2023,-834.1253,0,1068
311,311,1,0,0,Suzuki Swift,33,34,12340.0123,3/20/2023,-834.1253,0,1068
311,311,1,0,3,Suzuki Swift,65,66345.789,45678.01,6/20/2023,-17941.02588,0,1068
311,311,1,0,3,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,57050.00207,-2563.418821,1068
311,311,1,0,3,Engine_Base,65,66345.789,45678.01,6/20/2023,-1296.437767,0,1068
311,311,1,1,1,Suzuki Swift,63,64,0.01,4/20/2023,19213.86475,0,1068
311,311,1,1,5,Grand Vitara,8,3894560.999,1289.0001,8/21/2023,-456993.7543,174546.2418,1068
311,311,1,1,5,Grand Vitara,7,56432.60486,1289.0001,8/21/2023,-304108.571,77294.27889,1068
311,311,1,1,5,Suzuki Swift,67,68456.89,12345.01,8/21/2023,17595.48144,0,1068
311,311,1,1,0,Suzuki Swift,28,29,12340.0123,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,33,34,12340.0123,3/20/2023,834.1253,0,1068
311,311,1,1,4,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,-143422.4074,16672.0245,1068
311,311,1,1,0,Suzuki Swift,48,49,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,51,52,134560.01,3/20/2023,834.1253,0,1068
311,311,1,1,4,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,-531743.2323,229169.8009,1068
311,311,1,1,4,Suzuki Swift,66,67456.789,45678.01,7/20/2023,18415.00343,0,1068
311,311,1,1,0,Suzuki Swift,43,44,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,2,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,-279238.2605,71753.0027,1068
311,311,1,1,2,Suzuki Swift,64,65,0.01,5/22/2023,14330.11743,0,1068
311,311,1,1,2,Engine_Base,64,65,0.01,5/22/2023,2388.352905,0,1068
311,311,1,1,1,Grand Vitara,6,54670.9942,1289.0001,4/20/2023,-265906.7505,57499.52979,1068
311,311,1,1,2,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,-137330.292,17354.96335,1068
311,311,1,1,3,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,-531937.01,222858.1812,1068
311,311,1,1,3,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,-57050.00207,2563.418821,1068
311,311,1,1,3,Suzuki Swift,65,66345.789,45678.01,6/20/2023,17941.02588,0,1068
311,311,1,1,0,Suzuki Swift,36,37,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,50,51,134560.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,49,50,134560.01,3/20/2023,834.1253,0,1068
311,311,1,0,4,Suzuki Swift,66,67456.789,45678.01,7/20/2023,-18415.00343,0,1068
311,311,1,0,5,Grand Vitara,7,56432.60486,1289.0001,8/21/2023,304108.571,-77294.27889,1068
311,311,1,1,0,Suzuki Swift,44,45,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,35,36,0.01,3/20/2023,834.1253,0,1068
311,311,1,0,5,Suzuki Swift,67,68456.89,12345.01,8/21/2023,-17595.48144,0,1068
311,311,1,0,5,Grand Vitara,8,3894560.999,1289.0001,8/21/2023,456993.7543,-174546.2418,1068
311,311,1,1,0,Suzuki Swift,55,56,134560.01,3/20/2023,834.1253,0,1068
311,311,1,0,4,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,531743.2323,-229169.8009,1068
311,311,1,0,4,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,143422.4074,-16672.0245,1068
311,311,1,1,0,Suzuki Swift,30,31,12340.0123,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,40,41,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,42,43,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,-65571.66613,6093.014963,1068
311,311,1,1,0,Suzuki Swift,54,55,134560.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,37,38,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,29,30,12340.0123,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,41,42,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,0,Suzuki Swift,34,35,12340.0123,3/20/2023,834.1253,0,1068
311,311,1,1,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,-81442.918,9399.536066,1068
311,311,1,1,0,Suzuki Swift,47,48,0.01,3/20/2023,834.1253,0,1068
311,311,1,1,3,Engine_Base,65,66345.789,45678.01,6/20/2023,1296.437767,0,1068
312,312,1,1,0,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,-257251.3286,32509.81681,1068
312,312,1,1,1,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,-981343.1869,411139.6149,1068
312,312,1,0,2,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,531743.2323,-229169.8009,1068
312,312,1,1,2,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,-260643.4676,30298.25166,1068
312,312,1,1,1,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,-105248.6099,4729.069769,1068
312,312,1,0,2,Suzuki Swift,66,67456.789,45678.01,7/20/2023,-18415.00343,0,1068
312,312,1,1,2,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,-966344.1189,416473.3924,1068
312,312,1,0,2,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,143422.4074,-16672.0245,1068
312,312,1,0,1,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,57050.00207,-2563.418821,1068
312,312,1,0,1,Engine_Base,65,66345.789,45678.01,6/20/2023,-1296.437767,0,1068
312,312,1,0,0,Grand Vitara,6,54670.9942,1289.0001,5/22/2023,137330.292,-17354.96335,1068
312,312,1,0,1,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,531937.01,-222858.1812,1068
312,312,1,0,0,Suzuki Swift,64,65,0.01,5/22/2023,-14330.11743,0,1068
312,312,1,0,0,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,279238.2605,-71753.0027,1068
312,312,1,0,1,Suzuki Swift,65,66345.789,45678.01,6/20/2023,-17941.02588,0,1068
312,312,1,0,0,Engine_Base,64,65,0.01,5/22/2023,-2388.352905,0,1068
313,313,1,0,11,Engine_Base,84,853456.765,12678.01,1/20/2025,-2468.062612,0,1068
313,313,1,0,10,Grand Vitara,10,6789900.995,1289.0001,12/20/2024,2861848.072,-5554898.689,1068
313,313,1,0,11,Grand Vitara,10,6789900.995,1289.0001,1/20/2025,3060843.421,-5993173.365,1068
313,313,1,0,11,Grand Vitara,11,6543210.998,1289.0001,1/20/2025,182877.5503,-21394.15592,1068
313,313,1,0,10,Suzuki Swift,83,8400.123,1450.01,12/20/2024,-17552.44904,0,1068
313,313,1,1,8,Grand Vitara,10,6789900.995,1289.0001,10/21/2024,-3430808.752,5507804.267,1068
313,313,1,0,10,Grand Vitara,9,789.6797,1289.0001,12/20/2024,70581.09795,-3378.791735,1068
313,313,1,0,9,Suzuki Swift,82,83345.1234,1450.01,11/20/2024,-19223.4947,0,1068
313,313,1,0,9,Grand Vitara,10,6789900.995,1289.0001,11/20/2024,2829239.998,-5016827.211,1068
313,313,1,0,9,Grand Vitara,9,789.6797,1289.0001,11/20/2024,211169.2971,-27948.01258,1068
313,313,1,1,0,Grand Vitara,9,789.6797,1289.0001,2/20/2024,-2115131.446,1911898.702,1068
313,313,1,0,8,Suzuki Swift,81,82123,1450.01,10/21/2024,-17551.32391,0,1068
313,313,1,1,0,Grand Vitara,10,6789900.995,1289.0001,2/20/2024,-562831.4968,135377.6082,1068
313,313,1,1,5,Grand Vitara,10,6789900.995,1289.0001,7/22/2024,-2231203.387,2446218.859,1068
313,313,1,1,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,-860493.0135,346561.2419,1068
313,313,1,0,8,Grand Vitara,10,6789900.995,1289.0001,10/21/2024,2310498.667,-3709263.681,1068
313,313,1,1,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,-680847.3636,207060.0167,1068
313,313,1,1,6,Grand Vitara,10,6789900.995,1289.0001,8/20/2024,-2945621.246,3707315.214,1068
313,313,1,1,6,Grand Vitara,9,789.6797,1289.0001,8/20/2024,-916076.1496,358565.7105,1068
313,313,1,1,5,Grand Vitara,9,789.6797,1289.0001,7/22/2024,-962752.7363,455456.0408,1068
313,313,1,1,4,Grand Vitara,10,6789900.995,1289.0001,6/20/2024,-2146890.674,1969490.387,1068
313,313,1,1,4,Grand Vitara,9,789.6797,1289.0001,6/20/2024,-1318009.28,742285.4193,1068
313,313,1,1,1,Grand Vitara,9,789.6797,1289.0001,3/20/2024,-1756790.99,1444526.296,1068
313,313,1,1,3,Grand Vitara,10,6789900.995,1289.0001,5/20/2024,-1665321.861,1238938.98,1068
313,313,1,1,3,Grand Vitara,9,789.6797,1289.0001,5/20/2024,-1456065.506,947142.5787,1068
313,313,1,1,2,Grand Vitara,9,789.6797,1289.0001,4/22/2024,-1558304.482,1136513.427,1068
313,313,1,1,2,Grand Vitara,10,6789900.995,1289.0001,4/22/2024,-1254929.889,737070.1991,1068
313,313,1,0,8,Grand Vitara,9,789.6797,1289.0001,10/21/2024,312059.1638,-67662.86679,1068
313,313,1,0,4,Engine_Base,77,78234.543,1450.01,6/20/2024,-1295.284633,0,1068
313,313,1,0,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,452929.0116,-137745.1699,1068
313,313,1,0,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,530034.2971,-213469.8909,1068
313,313,1,0,2,Suzuki Swift,75,764567.1234,3456.01,4/22/2024,-16313.59372,0,1068
313,313,1,0,2,Grand Vitara,10,6789900.995,1289.0001,4/22/2024,783300.5221,-460063.5264,1068
313,313,1,0,2,Engine_Base,75,764567.1234,3456.01,4/22/2024,-1234.317732,0,1068
