Id,dept_Id,SubDept_Id,Vehicle_Id,Vehicle_Profile_Id,Description,Vehicle_Price_Id,Vehicle_Showroom_Price,Vehicle_Showroom_Delta,Vehicle_Showroom_Payment_Date,Currency,Target_Currency,Average,Increment,Target_Simulation_Id
312,312,1,0,1,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,INR,INR,531937.01,-222858.1812,1068
312,312,1,0,0,Suzuki Swift,64,65,0.01,5/22/2023,INR,INR,-14330.11743,0,1068
312,312,1,0,0,Grand Vitara,7,56432.60486,1289.0001,5/22/2023,INR,INR,279238.2605,-71753.0027,1068
312,312,1,0,1,Suzuki Swift,65,66345.789,45678.01,6/20/2023,INR,INR,-17941.02588,0,1068
312,312,1,0,0,Engine_Base,64,65,0.01,5/22/2023,INR,INR,-2388.352905,0,1068
313,313,1,0,11,Engine_Base,84,853456.765,12678.01,1/20/2025,INR,INR,-2468.062612,0,1068
313,313,1,0,10,Grand Vitara,10,6789900.995,1289.0001,12/20/2024,INR,INR,2861848.072,-5554898.689,1068
313,313,1,0,11,Grand Vitara,10,6789900.995,1289.0001,1/20/2025,INR,INR,3060843.421,-5993173.365,1068
313,313,1,0,11,Grand Vitara,11,6543210.998,1289.0001,1/20/2025,INR,INR,182877.5503,-21394.15592,1068
313,313,1,0,10,Suzuki Swift,83,8400.123,1450.01,12/20/2024,INR,INR,-17552.44904,0,1068
313,313,1,1,8,Grand Vitara,10,6789900.995,1289.0001,10/21/2024,INR,INR,-3430808.752,5507804.267,1068
313,313,1,0,10,Grand Vitara,9,789.6797,1289.0001,12/20/2024,INR,INR,70581.09795,-3378.791735,1068
313,313,1,0,9,Suzuki Swift,82,83345.1234,1450.01,11/20/2024,INR,INR,-19223.4947,0,1068
313,313,1,0,9,Grand Vitara,10,6789900.995,1289.0001,11/20/2024,INR,INR,2829239.998,-5016827.211,1068
313,313,1,0,9,Grand Vitara,9,789.6797,1289.0001,11/20/2024,INR,INR,211169.2971,-27948.01258,1068
313,313,1,1,0,Grand Vitara,9,789.6797,1289.0001,2/20/2024,INR,INR,-2115131.446,1911898.702,1068
313,313,1,0,8,Suzuki Swift,81,82123,1450.01,10/21/2024,INR,INR,-17551.32391,0,1068
313,313,1,1,0,Grand Vitara,10,6789900.995,1289.0001,2/20/2024,INR,INR,-562831.4968,135377.6082,1068
313,313,1,1,5,Grand Vitara,10,6789900.995,1289.0001,7/22/2024,INR,INR,-2231203.387,2446218.859,1068
313,313,1,1,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,INR,INR,-860493.0135,346561.2419,1068
313,313,1,0,8,Grand Vitara,10,6789900.995,1289.0001,10/21/2024,INR,INR,2310498.667,-3709263.681,1068
313,313,1,1,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,INR,INR,-680847.3636,207060.0167,1068
313,313,1,1,6,Grand Vitara,10,6789900.995,1289.0001,8/20/2024,INR,INR,-2945621.246,3707315.214,1068
313,313,1,1,6,Grand Vitara,9,789.6797,1289.0001,8/20/2024,INR,INR,-916076.1496,358565.7105,1068
313,313,1,1,5,Grand Vitara,9,789.6797,1289.0001,7/22/2024,INR,INR,-962752.7363,455456.0408,1068
313,313,1,1,4,Grand Vitara,10,6789900.995,1289.0001,6/20/2024,INR,INR,-2146890.674,1969490.387,1068
313,313,1,1,4,Grand Vitara,9,789.6797,1289.0001,6/20/2024,INR,INR,-1318009.28,742285.4193,1068
313,313,1,1,1,Grand Vitara,9,789.6797,1289.0001,3/20/2024,INR,INR,-1756790.99,1444526.296,1068
313,313,1,1,3,Grand Vitara,10,6789900.995,1289.0001,5/20/2024,INR,INR,-1665321.861,1238938.98,1068
313,313,1,1,3,Grand Vitara,9,789.6797,1289.0001,5/20/2024,INR,INR,-1456065.506,947142.5787,1068
313,313,1,1,2,Grand Vitara,9,789.6797,1289.0001,4/22/2024,INR,INR,-1558304.482,1136513.427,1068
313,313,1,1,2,Grand Vitara,10,6789900.995,1289.0001,4/22/2024,INR,INR,-1254929.889,737070.1991,1068
313,313,1,0,8,Grand Vitara,9,789.6797,1289.0001,10/21/2024,INR,INR,312059.1638,-67662.86679,1068
313,313,1,0,4,Engine_Base,77,78234.543,1450.01,6/20/2024,INR,INR,-1295.284633,0,1068
313,313,1,0,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,INR,INR,452929.0116,-137745.1699,1068
313,313,1,0,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,INR,INR,530034.2971,-213469.8909,1068
313,313,1,0,2,Suzuki Swift,75,764567.1234,3456.01,4/22/2024,INR,INR,-16313.59372,0,1068
313,313,1,0,2,Grand Vitara,10,6789900.995,1289.0001,4/22/2024,INR,INR,783300.5221,-460063.5264,1068
313,313,1,0,2,Engine_Base,75,764567.1234,3456.01,4/22/2024,INR,INR,-1234.317732,0,1068
313,313,1,0,1,Suzuki Swift,74,75456.6543,3456.01,3/20/2024,INR,INR,-17547.29278,0,1068
313,313,1,0,0,Grand Vitara,10,6789900.995,1289.0001,2/20/2024,INR,INR,342062.5062,-82276.15617,1068
313,313,1,0,1,Grand Vitara,9,789.6797,1289.0001,3/20/2024,INR,INR,1082123.228,-889778.7891,1068
313,313,1,0,3,Grand Vitara,9,789.6797,1289.0001,5/20/2024,INR,INR,920803.5802,-598964.9799,1068
313,313,1,0,0,Suzuki Swift,73,74567.34567,3456.01,2/20/2024,INR,INR,-17922.75088,0,1068
313,313,1,0,0,Engine_Base,73,74567.34567,3456.01,2/20/2024,INR,INR,-1295.117197,0,1068
313,313,1,0,0,Grand Vitara,9,789.6797,1289.0001,2/20/2024,INR,INR,1285477.39,-1161962.096,1068
313,313,1,1,9,Grand Vitara,9,789.6797,1289.0001,11/20/2024,INR,INR,-309782.8146,40999.33431,1068
313,313,1,0,2,Grand Vitara,9,789.6797,1289.0001,4/22/2024,INR,INR,972660.4849,-709387.4738,1068
313,313,1,0,3,Engine_Base,76,77345.665,3456.01,5/20/2024,INR,INR,-1285.599736,0,1068
313,313,1,0,7,Grand Vitara,10,6789900.995,1289.0001,9/20/2024,INR,INR,2132671.47,-3053964.721,1068
313,313,1,0,5,Grand Vitara,9,789.6797,1289.0001,7/22/2024,INR,INR,624650.6748,-295507.7682,1068
313,313,1,0,7,Suzuki Swift,80,815678.435,1450.01,9/20/2024,INR,INR,-18386.49226,0,1068
313,313,1,0,6,Grand Vitara,10,6789900.995,1289.0001,8/20/2024,INR,INR,1935362.185,-2435818.128,1068
313,313,1,0,6,Suzuki Swift,79,809876.456,1450.01,8/20/2024,INR,INR,-19221.60528,0,1068
313,313,1,0,6,Grand Vitara,9,789.6797,1289.0001,8/20/2024,INR,INR,601889.7172,-235588.5226,1068
313,313,1,1,8,Grand Vitara,9,789.6797,1289.0001,10/21/2024,INR,INR,-463369.8023,100471.0793,1068
313,313,1,0,5,Suzuki Swift,78,79234.678,1450.01,7/22/2024,INR,INR,-16713.92152,0,1068
313,313,1,0,3,Grand Vitara,10,6789900.995,1289.0001,5/20/2024,INR,INR,1053135.539,-783494.534,1068
313,313,1,0,4,Suzuki Swift,77,78234.543,1450.01,6/20/2024,INR,INR,-17925.06799,0,1068
313,313,1,0,4,Grand Vitara,9,789.6797,1289.0001,6/20/2024,INR,INR,844322.6335,-475511.2808,1068
313,313,1,0,4,Grand Vitara,10,6789900.995,1289.0001,6/20/2024,INR,INR,1375307.758,-1261664.322,1068
313,313,1,0,3,Suzuki Swift,76,77345.665,3456.01,5/20/2024,INR,INR,-17098.47649,0,1068
313,313,1,1,7,Grand Vitara,10,6789900.995,1289.0001,9/20/2024,INR,INR,-3205852.818,4590749.927,1068
313,313,1,0,5,Grand Vitara,10,6789900.995,1289.0001,7/22/2024,INR,INR,1447643.459,-1587149.221,1068
313,313,1,1,10,Grand Vitara,9,789.6797,1289.0001,12/20/2024,INR,INR,-102308.982,4897.639155,1068
313,313,1,1,10,Grand Vitara,10,6789900.995,1289.0001,12/20/2024,INR,INR,-4148316.92,8051957.935,1068
313,313,1,1,11,Grand Vitara,11,6543210.998,1289.0001,1/20/2025,INR,INR,-261966.712,30646.5663,1068
313,313,1,1,11,Grand Vitara,10,6789900.995,1289.0001,1/20/2025,INR,INR,-4384568.175,8585044.555,1068
313,313,1,1,9,Grand Vitara,10,6789900.995,1289.0001,11/20/2024,INR,INR,-4150460.99,7359625.027,1068
314,314,1,0,6,Grand Vitara,10,6789900.995,1289.0001,8/20/2024,INR,INR,-5217063.282,6566118.356,1068
314,314,1,0,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,INR,INR,-1276436.305,388190.7091,1068
314,314,1,0,6,Grand Vitara,9,789.6797,1289.0001,8/20/2024,INR,INR,-1622485.325,635064.7658,1068
314,314,1,0,6,Engine_Base,79,809876.456,1450.01,8/20/2024,INR,INR,51814.76207,0,1068
314,314,1,0,7,Engine_Base,80,815678.435,1450.01,9/20/2024,INR,INR,51816.4782,0,1068
314,314,1,0,7,Grand Vitara,10,6789900.995,1289.0001,9/20/2024,INR,INR,-6010255.962,8606627.77,1068
314,314,1,0,8,Grand Vitara,10,6789900.995,1289.0001,10/21/2024,INR,INR,-6601424.763,10597896.3,1068
314,314,1,0,8,Grand Vitara,9,789.6797,1289.0001,10/21/2024,INR,INR,-891597.6109,193322.4499,1068
314,314,1,0,9,Engine_Base,82,83345.1234,1450.01,11/20/2024,INR,INR,51889.50561,0,1068
314,314,1,0,10,Grand Vitara,10,6789900.995,1289.0001,12/20/2024,INR,INR,-8176708.778,15871138.87,1068
314,314,1,0,9,Grand Vitara,9,789.6797,1289.0001,11/20/2024,INR,INR,-570004.0808,75439.36372,1068
314,314,1,0,9,Grand Vitara,10,6789900.995,1289.0001,11/20/2024,INR,INR,-7636897.822,13541798.11,1068
314,314,1,0,8,Engine_Base,81,82123,1450.01,10/21/2024,INR,INR,50146.63973,0,1068
314,314,1,0,5,Engine_Base,78,79234.678,1450.01,7/22/2024,INR,INR,50141.76455,0,1068
314,314,1,0,5,Grand Vitara,9,789.6797,1289.0001,7/22/2024,INR,INR,-1873952.024,886523.4442,1068
314,314,1,0,4,Engine_Base,77,78234.543,1450.01,6/20/2024,INR,INR,51811.38533,0,1068
314,314,1,0,4,Grand Vitara,9,789.6797,1289.0001,6/20/2024,INR,INR,-2276000.143,1281813.066,1068
314,314,1,0,0,Engine_Base,73,74567.34567,3456.01,2/20/2024,INR,INR,51804.68786,0,1068
314,314,1,0,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,INR,INR,-1463904.249,589583.4416,1068
314,314,1,0,0,Grand Vitara,9,789.6797,1289.0001,2/20/2024,INR,INR,-3465199.921,3132245.596,1068
314,314,1,0,0,Grand Vitara,10,6789900.995,1289.0001,2/20/2024,INR,INR,-922081.5386,221787.8588,1068
314,314,1,0,1,Engine_Base,74,75456.6543,3456.01,3/20/2024,INR,INR,48463.95148,0,1068
314,314,1,1,11,Grand Vitara,11,6543210.998,1289.0001,1/20/2025,INR,INR,515382.1871,-60292.70589,1068
314,314,1,0,1,Grand Vitara,9,789.6797,1289.0001,3/20/2024,INR,INR,-2988721.297,2457484.324,1068
314,314,1,0,2,Grand Vitara,10,6789900.995,1289.0001,4/22/2024,INR,INR,-2309493.206,1356457.081,1068
314,314,1,0,4,Grand Vitara,10,6789900.995,1289.0001,6/20/2024,INR,INR,-3707351.346,3401008.155,1068
314,314,1,0,3,Engine_Base,76,77345.665,3456.01,5/20/2024,INR,INR,50138.38971,0,1068
314,314,1,0,10,Engine_Base,83,8400.123,1450.01,12/20/2024,INR,INR,50149.85439,0,1068
314,314,1,0,3,Grand Vitara,10,6789900.995,1289.0001,5/20/2024,INR,INR,-2872187.835,2136803.325,1068
314,314,1,0,3,Grand Vitara,9,789.6797,1289.0001,5/20/2024,INR,INR,-2511282.491,1633540.82,1068
314,314,1,0,2,Grand Vitara,9,789.6797,1289.0001,4/22/2024,INR,INR,-2867804.525,2091567.032,1068
314,314,1,0,2,Engine_Base,75,764567.1234,3456.01,4/22/2024,INR,INR,51738.48495,0,1068
314,314,1,0,10,Grand Vitara,9,789.6797,1289.0001,12/20/2024,INR,INR,-201660.2799,9653.717279,1068
314,314,1,1,11,Grand Vitara,10,6789900.995,1289.0001,1/20/2025,INR,INR,8626013.276,-16889851.91,1068
314,314,1,1,10,Engine_Base,83,8400.123,1450.01,12/20/2024,INR,INR,-50149.85439,0,1068
314,314,1,1,6,Engine_Base,79,809876.456,1450.01,8/20/2024,INR,INR,-51814.76207,0,1068
314,314,1,1,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,INR,INR,1276436.305,-388190.7091,1068
314,314,1,1,6,Grand Vitara,10,6789900.995,1289.0001,8/20/2024,INR,INR,5217063.282,-6566118.356,1068
314,314,1,1,6,Grand Vitara,9,789.6797,1289.0001,8/20/2024,INR,INR,1622485.325,-635064.7658,1068
314,314,1,1,8,Grand Vitara,10,6789900.995,1289.0001,10/21/2024,INR,INR,6601424.763,-10597896.3,1068
314,314,1,1,5,Engine_Base,78,79234.678,1450.01,7/22/2024,INR,INR,-50141.76455,0,1068
314,314,1,1,7,Grand Vitara,10,6789900.995,1289.0001,9/20/2024,INR,INR,6010255.962,-8606627.77,1068
314,314,1,1,8,Grand Vitara,9,789.6797,1289.0001,10/21/2024,INR,INR,891597.6109,-193322.4499,1068
314,314,1,1,8,Engine_Base,81,82123,1450.01,10/21/2024,INR,INR,-50146.63973,0,1068
314,314,1,1,5,Grand Vitara,9,789.6797,1289.0001,7/22/2024,INR,INR,1873952.024,-886523.4442,1068
314,314,1,1,10,Grand Vitara,10,6789900.995,1289.0001,12/20/2024,INR,INR,8176708.778,-15871138.87,1068
314,314,1,1,11,Engine_Base,84,853456.765,12678.01,1/20/2025,INR,INR,-51829.31486,0,1068
314,314,1,1,9,Engine_Base,82,83345.1234,1450.01,11/20/2024,INR,INR,-51889.50561,0,1068
314,314,1,1,10,Grand Vitara,9,789.6797,1289.0001,12/20/2024,INR,INR,201660.2799,-9653.717279,1068
314,314,1,1,9,Grand Vitara,9,789.6797,1289.0001,11/20/2024,INR,INR,570004.0808,-75439.36372,1068
314,314,1,1,9,Grand Vitara,10,6789900.995,1289.0001,11/20/2024,INR,INR,7636897.822,-13541798.11,1068
314,314,1,1,5,Grand Vitara,10,6789900.995,1289.0001,7/22/2024,INR,INR,4342930.376,-4761447.664,1068
314,314,1,1,7,Engine_Base,80,815678.435,1450.01,9/20/2024,INR,INR,-51816.4782,0,1068
314,314,1,1,4,Grand Vitara,9,789.6797,1289.0001,6/20/2024,INR,INR,2276000.143,-1281813.066,1068
314,314,1,1,0,Grand Vitara,9,789.6797,1289.0001,2/20/2024,INR,INR,3465199.921,-3132245.596,1068
314,314,1,1,1,Grand Vitara,9,789.6797,1289.0001,3/20/2024,INR,INR,2988721.297,-2457484.324,1068
314,314,1,1,0,Engine_Base,73,74567.34567,3456.01,2/20/2024,INR,INR,-51804.68786,0,1068
314,314,1,1,0,Grand Vitara,10,6789900.995,1289.0001,2/20/2024,INR,INR,922081.5386,-221787.8588,1068
314,314,1,1,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,INR,INR,1463904.249,-589583.4416,1068
314,314,1,1,4,Grand Vitara,10,6789900.995,1289.0001,6/20/2024,INR,INR,3707351.346,-3401008.155,1068
314,314,1,0,11,Grand Vitara,10,6789900.995,1289.0001,1/20/2025,INR,INR,-8626013.276,16889851.91,1068
314,314,1,1,1,Engine_Base,74,75456.6543,3456.01,3/20/2024,INR,INR,-48463.95148,0,1068
314,314,1,0,11,Engine_Base,84,853456.765,12678.01,1/20/2025,INR,INR,51829.31486,0,1068
314,314,1,1,2,Engine_Base,75,764567.1234,3456.01,4/22/2024,INR,INR,-51738.48495,0,1068
314,314,1,1,2,Grand Vitara,10,6789900.995,1289.0001,4/22/2024,INR,INR,2309493.206,-1356457.081,1068
314,314,1,1,3,Grand Vitara,10,6789900.995,1289.0001,5/20/2024,INR,INR,2872187.835,-2136803.325,1068
314,314,1,1,4,Engine_Base,77,78234.543,1450.01,6/20/2024,INR,INR,-51811.38533,0,1068
314,314,1,1,3,Grand Vitara,9,789.6797,1289.0001,5/20/2024,INR,INR,2511282.491,-1633540.82,1068
314,314,1,0,11,Grand Vitara,11,6543210.998,1289.0001,1/20/2025,INR,INR,-515382.1871,60292.70589,1068
314,314,1,1,3,Engine_Base,76,77345.665,3456.01,5/20/2024,INR,INR,-50138.38971,0,1068
314,314,1,1,2,Grand Vitara,9,789.6797,1289.0001,4/22/2024,INR,INR,2867804.525,-2091567.032,1068
342,342,1,2,2,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,INR,INR,-166802.5673,19389.81004,1071
342,342,1,1,0,Baleno,64,65,0.01,5/19/2023,INR,INR,-71646.26193,0,1071
342,342,1,1,0,Grand Vitara,7,56432.60486,1289.0001,5/19/2023,INR,INR,1118619.911,-268694.1996,1071
342,342,1,1,2,Grand Vitara,8,3894560.999,1289.0001,7/20/2023,INR,INR,558788.6004,-64956.02429,1071
342,342,1,1,0,Grand Vitara,6,54670.9942,1289.0001,5/19/2023,INR,INR,627757.7236,-84620.71419,1071
342,342,1,1,1,Baleno,65,66345.789,45678.01,6/20/2023,INR,INR,-74082.15813,0,1071
342,342,1,1,1,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,INR,INR,2048453.082,-858211.7036,1071
342,342,1,1,2,Baleno,66,67456.789,45678.01,7/20/2023,INR,INR,-71746.76661,0,1071
342,342,1,1,2,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,INR,INR,2071726.879,-892869.3831,1071
342,342,1,2,2,Grand Vitara,7,56432.60486,1289.0001,7/20/2023,INR,INR,-618425.9341,266528.1296,1071
342,342,1,2,0,Grand Vitara,7,56432.60486,1289.0001,5/19/2023,INR,INR,-344190.7419,82675.13476,1071
342,342,1,2,1,Grand Vitara,6,54670.9942,1289.0001,6/20/2023,INR,INR,-66574.44247,2991.361544,1071
342,342,1,2,1,Grand Vitara,7,56432.60486,1289.0001,6/20/2023,INR,INR,-620743.3581,260064.1456,1071
342,342,1,2,0,Grand Vitara,6,54670.9942,1289.0001,5/19/2023,INR,INR,-193156.2226,26037.12492,1071
346,346,1,1,6,Creta,79,80456.78345,1450.01,8/20/2024,INR,INR,74021.08867,0,1071
346,346,1,1,0,Creta,73,74567.34567,3456.01,2/20/2024,INR,INR,74006.69695,0,1071
346,346,1,1,0,Grand Vitara,10,6789900.995,1289.0001,2/20/2024,INR,INR,-1317259.341,316839.8514,1071
346,346,1,1,6,Grand Vitara,9,789.6797,1289.0001,8/20/2024,INR,INR,-2317836.178,907235.4063,1071
346,346,1,1,6,Grand Vitara,10,6789900.995,1289.0001,8/20/2024,INR,INR,-7452947.546,9380169.213,1071
346,346,1,1,7,Grand Vitara,10,6789900.995,1289.0001,9/20/2024,INR,INR,-8586079.946,12295182.61,1071
346,346,1,1,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,INR,INR,-1823480.436,554558.6348,1071
346,346,1,1,1,Grand Vitara,9,789.6797,1289.0001,3/20/2024,INR,INR,-4269601.853,3510691.784,1071
346,346,1,1,7,Creta,80,815678.435,1450.01,9/20/2024,INR,INR,74023.54028,0,1071
346,346,1,1,8,Grand Vitara,9,789.6797,1289.0001,10/18/2024,INR,INR,-1323331.73,298113.3759,1071
346,346,1,1,8,Grand Vitara,10,6789900.995,1289.0001,10/18/2024,INR,INR,-9331999.121,14824946.04,1071
346,346,1,2,11,Grand Vitara,11,6543210.998,1289.0001,1/20/2025,INR,INR,173237.7099,-20266.46398,1071
346,346,1,1,0,Grand Vitara,9,789.6797,1289.0001,2/20/2024,INR,INR,-4950285.601,4474636.726,1071
346,346,1,1,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,INR,INR,-2091291.784,842262.2457,1071
346,346,1,2,10,Grand Vitara,10,6789900.995,1289.0001,12/20/2024,INR,INR,2781193.462,-5398346.623,1071
346,346,1,1,4,Creta,77,7843678.908,3456.01,6/20/2024,INR,INR,74016.26476,0,1071
346,346,1,1,5,Grand Vitara,9,789.6797,1289.0001,7/19/2024,INR,INR,-2724870.486,1312092.505,1071
346,346,1,1,5,Grand Vitara,10,6789900.995,1289.0001,7/19/2024,INR,INR,-6109204.636,6595414.318,1071
346,346,1,1,4,Grand Vitara,9,789.6797,1289.0001,6/20/2024,INR,INR,-3251428.775,1831161.417,1071
346,346,1,1,4,Grand Vitara,10,6789900.995,1289.0001,6/20/2024,INR,INR,-5296216.209,4858583.026,1071
346,346,1,1,3,Grand Vitara,9,789.6797,1289.0001,5/20/2024,INR,INR,-3587546.416,2333629.69,1071
346,346,1,1,3,Grand Vitara,10,6789900.995,1289.0001,5/20/2024,INR,INR,-4103125.478,3052576.259,1071
346,346,1,1,1,Creta,74,75456.6543,3456.01,3/20/2024,INR,INR,69234.2164,0,1071
346,346,1,1,3,Creta,76,77345.665,3456.01,5/20/2024,INR,INR,71626.27102,0,1071
346,346,1,1,2,Creta,75,764567.1234,3456.01,4/19/2024,INR,INR,73911.88445,0,1071
346,346,1,1,2,Grand Vitara,10,6789900.995,1289.0001,4/19/2024,INR,INR,-3205000.707,1828640.699,1071
346,346,1,1,2,Grand Vitara,9,789.6797,1289.0001,4/19/2024,INR,INR,-4144304.343,3057563.119,1071
346,346,1,2,11,Grand Vitara,10,6789900.995,1289.0001,1/20/2025,INR,INR,2899500.261,-5677261.204,1071
346,346,1,2,9,Grand Vitara,10,6789900.995,1289.0001,11/20/2024,INR,INR,2628880.489,-4661548.37,1071
346,346,1,2,10,Grand Vitara,9,789.6797,1289.0001,12/20/2024,INR,INR,68591.93192,-3283.564001,1071
346,346,1,1,5,Creta,78,79234.678,1450.01,7/19/2024,INR,INR,71630.86263,0,1071
346,346,1,1,11,Grand Vitara,11,6543210.998,1289.0001,1/20/2025,INR,INR,-736260.2673,86132.25073,1071
346,346,1,2,1,Grand Vitara,9,789.6797,1289.0001,3/20/2024,INR,INR,1138560.494,-936184.4976,1071
346,346,1,2,0,Grand Vitara,10,6789900.995,1289.0001,2/20/2024,INR,INR,356016.0381,-85632.36333,1071
346,346,1,2,0,Grand Vitara,9,789.6797,1289.0001,2/20/2024,INR,INR,1337915.027,-1209361.246,1071
346,346,1,1,11,Creta,84,853456.765,12678.01,1/20/2025,INR,INR,74041.87837,0,1071
346,346,1,1,10,Grand Vitara,10,6789900.995,1289.0001,12/20/2024,INR,INR,-11681012.54,22673055.9,1071
346,346,1,1,11,Grand Vitara,10,6789900.995,1289.0001,1/20/2025,INR,INR,-12322876.11,24128360.11,1071
346,346,1,2,2,Grand Vitara,9,789.6797,1289.0001,4/19/2024,INR,INR,1090606.406,-804621.8194,1071
346,346,1,1,10,Creta,83,8400.123,1450.01,12/20/2024,INR,INR,71642.64913,0,1071
346,346,1,1,10,Grand Vitara,9,789.6797,1289.0001,12/20/2024,INR,INR,-288086.1141,13791.02468,1071
346,346,1,1,9,Creta,82,83345.1234,1450.01,11/20/2024,INR,INR,74127.86516,0,1071
346,346,1,1,9,Grand Vitara,10,6789900.995,1289.0001,11/20/2024,INR,INR,-10909854.03,19345425.81,1071
346,346,1,2,1,Grand Vitara,10,6789900.995,1289.0001,3/20/2024,INR,INR,557677.8092,-224603.2003,1071
346,346,1,2,2,Grand Vitara,10,6789900.995,1289.0001,4/19/2024,INR,INR,843421.2387,-481221.2661,1071
346,346,1,2,9,Grand Vitara,9,789.6797,1289.0001,11/20/2024,INR,INR,196214.8299,-25968.76584,1071
346,346,1,2,6,Grand Vitara,10,6789900.995,1289.0001,8/20/2024,INR,INR,1863236.887,-2345042.303,1071
346,346,1,2,8,Grand Vitara,9,789.6797,1289.0001,10/18/2024,INR,INR,322763.8366,-72710.58857,1071
346,346,1,2,8,Grand Vitara,10,6789900.995,1289.0001,10/18/2024,INR,INR,2276097.347,-3615840.524,1071
346,346,1,2,7,Grand Vitara,9,789.6797,1289.0001,9/20/2024,INR,INR,450242.083,-136928.0275,1071
346,346,1,2,7,Grand Vitara,10,6789900.995,1289.0001,9/20/2024,INR,INR,2120019.74,-3035847.517,1071
346,346,1,2,5,Grand Vitara,10,6789900.995,1289.0001,7/19/2024,INR,INR,1546634.085,-1669725.124,1071
346,346,1,2,6,Grand Vitara,9,789.6797,1289.0001,8/20/2024,INR,INR,579459.0445,-226808.8516,1071
346,346,1,2,3,Grand Vitara,10,6789900.995,1289.0001,5/20/2024,INR,INR,1065746.878,-792876.9104,1071
346,346,1,2,5,Grand Vitara,9,789.6797,1289.0001,7/19/2024,INR,INR,689840.6293,-332175.3349,1071
346,346,1,2,4,Grand Vitara,9,789.6797,1289.0001,6/20/2024,INR,INR,833699.6859,-469528.6043,1071
346,346,1,2,4,Grand Vitara,10,6789900.995,1289.0001,6/20/2024,INR,INR,1358004.156,-1245790.534,1071
346,346,1,2,3,Grand Vitara,9,789.6797,1289.0001,5/20/2024,INR,INR,931830.238,-606137.5607,1071
346,346,1,1,8,Creta,81,82123,1450.01,10/18/2024,INR,INR,71637.82714,0,1071
354,354,1,2,0,Wagon R,6,72567.98,5678.01,2/20/2023,INR,INR,-2381.657773,0,1071
354,354,1,1,0,Grand Vitara,5,2953456.992,10.01,2/20/2023,INR,INR,-3026.690087,256.4280294,1071
354,354,1,2,0,Grand Vitara,5,2953456.992,10.01,2/20/2023,INR,INR,45523.252,-256.4280294,1071
354,354,1,1,0,Grand Vitara,4,14567.3,1234.156,2/20/2023,INR,INR,-1637.389719,75.04713722,1071
354,354,1,1,0,Wagon R,7,8234.890345,5678.01,2/20/2023,INR,INR,2381.657773,0,1071
354,354,1,1,0,Wagon R,6,72567.98,5678.01,2/20/2023,INR,INR,2381.657773,0,1071
354,354,1,2,0,Wagon R,7,8234.890345,5678.01,2/20/2023,INR,INR,-2381.657773,0,1071
357,357,1,2,0,Seltos,45,46,0.01,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Seltos,32,33,12340.0123,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Seltos,51,52,134560.01,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Seltos,47,48,0.01,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Seltos,52,53,134560.01,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,INR,INR,11238.64254,-1044.309465,1071
357,357,1,2,0,Seltos,50,51,134560.01,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Seltos,33,34,12340.0123,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Grand Vitara,6,54670.9942,1289.0001,3/20/2023,INR,INR,13958.89257,-1611.027983,1071
357,357,1,2,0,Seltos,36,37,0.01,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,2,0,Seltos,31,32,12340.0123,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,1,0,Seltos,40,41,0.01,3/20/2023,INR,INR,99.30063095,0,1071
357,357,1,2,0,Seltos,40,41,0.01,3/20/2023,INR,INR,-99.30063095,0,1071
357,357,1,1,0,Seltos,30,31,12340.0123,3/20/2023,INR,INR,99.30063095,0,1071
357,357,1,1,0,Seltos,56,57,134560.01,3/20/2023,INR,INR,99.30063095,0,1071
357,357,1,1,0,Seltos,34,35,12340.0123,3/20/2023,INR,INR,99.30063095,0,1071
357,357,1,1,0,Seltos,33,34,12340.0123,3/20/2023,INR,INR,99.30063095,0,1071
357,357,1,1,0,Seltos,32,33,12340.0123,3/20/2023,INR,INR,99.30063095,0,1071
357,357,1,1,0,Grand Vitara,5,2953456.992,10.01,3/20/2023,INR,INR,-11238.64254,1044.309465,1071
