Id,dept_Id,SubDept_Id,status,Description,After_Market_Price,on_road_price,invoice_date,Average,Increment,Target_Id,report_dt
527,627,1,Sell,Grand Vitara,54670.9942,1289.0001,6/20/2023,57050.00207,-2563.418821,1068,2024-03-04
528,628,1,Buy,Engine_Base,66345.789,45678.01,6/20/2023,-1296.437767,0,1068,2024-03-05
529,629,1,Sell,Grand Vitara,54670.9942,1289.0001,5/22/2023,137330.292,-17354.96335,1068,2024-03-06
530,630,1,Buy,Grand Vitara,56432.60486,1289.0001,6/20/2023,531937.01,-222858.1812,1068,2024-03-07
531,631,1,Sell,Suzuki Swift,65,0.01,5/22/2023,-14330.11743,0,1068,2024-03-08
532,632,1,Sell,Grand Vitara,56432.60486,1289.0001,5/22/2023,279238.2605,-71753.0027,1068,2024-03-09
533,633,1,Buy,Suzuki Swift,66345.789,45678.01,6/20/2023,-17941.02588,0,1068,2024-03-10
534,634,1,Sell,Engine_Base,65,0.01,5/22/2023,-2388.352905,0,1068,2024-03-11
535,635,1,Buy,Engine_Base,853456.765,12678.01,1/20/2025,-2468.062612,0,1068,2024-03-12
536,636,1,Buy,Grand Vitara,6789900.995,1289.0001,12/20/2024,2861848.072,-5554898.689,1068,2024-03-13
537,637,1,Buy,Grand Vitara,6789900.995,1289.0001,1/20/2025,3060843.421,-5993173.365,1068,2024-03-14
538,638,1,Sell,Grand Vitara,6543210.998,1289.0001,1/20/2025,182877.5503,-21394.15592,1068,2024-03-15
539,639,1,Buy,Suzuki Swift,8400.123,1450.01,12/20/2024,-17552.44904,0,1068,2024-03-16
540,640,1,Sell,Grand Vitara,6789900.995,1289.0001,10/21/2024,-3430808.752,5507804.267,1068,2024-03-17
541,641,1,Buy,Grand Vitara,789.6797,1289.0001,12/20/2024,70581.09795,-3378.791735,1068,2024-03-18
542,642,1,Buy,Suzuki Swift,83345.1234,1450.01,11/20/2024,-19223.4947,0,1068,2024-03-19
543,643,1,Sell,Grand Vitara,6789900.995,1289.0001,11/20/2024,2829239.998,-5016827.211,1068,2024-03-20
544,644,1,Buy,Grand Vitara,789.6797,1289.0001,11/20/2024,211169.2971,-27948.01258,1068,2024-03-21
545,645,1,Buy,Grand Vitara,789.6797,1289.0001,2/20/2024,-2115131.446,1911898.702,1068,2024-03-22
546,646,1,Sell,Suzuki Swift,82123,1450.01,10/21/2024,-17551.32391,0,1068,2024-03-23
547,647,1,Buy,Grand Vitara,6789900.995,1289.0001,2/20/2024,-562831.4968,135377.6082,1068,2024-03-24
548,648,1,Buy,Grand Vitara,6789900.995,1289.0001,7/22/2024,-2231203.387,2446218.859,1068,2024-03-25
549,649,1,Buy,Grand Vitara,6789900.995,1289.0001,3/20/2024,-860493.0135,346561.2419,1068,2024-03-26
550,650,1,Sell,Grand Vitara,6789900.995,1289.0001,10/21/2024,2310498.667,-3709263.681,1068,2024-03-27
551,651,1,Buy,Grand Vitara,789.6797,1289.0001,9/20/2024,-680847.3636,207060.0167,1068,2024-03-28
552,652,1,Sell,Grand Vitara,6789900.995,1289.0001,8/20/2024,-2945621.246,3707315.214,1068,2024-03-29
553,653,1,Buy,Grand Vitara,789.6797,1289.0001,8/20/2024,-916076.1496,358565.7105,1068,2024-03-30
554,654,1,Buy,Grand Vitara,789.6797,1289.0001,7/22/2024,-962752.7363,455456.0408,1068,2024-03-31
555,655,1,Buy,Grand Vitara,6789900.995,1289.0001,6/20/2024,-2146890.674,1969490.387,1068,2024-04-01
556,656,1,Buy,Grand Vitara,789.6797,1289.0001,6/20/2024,-1318009.28,742285.4193,1068,2024-04-02
557,657,1,Sell,Grand Vitara,789.6797,1289.0001,3/20/2024,-1756790.99,1444526.296,1068,2024-04-03
558,658,1,Sell,Grand Vitara,6789900.995,1289.0001,5/20/2024,-1665321.861,1238938.98,1068,2024-04-04
559,659,1,Sell,Grand Vitara,789.6797,1289.0001,5/20/2024,-1456065.506,947142.5787,1068,2024-04-05
560,660,1,Buy,Grand Vitara,789.6797,1289.0001,4/22/2024,-1558304.482,1136513.427,1068,2024-04-06
561,661,1,Sell,Grand Vitara,6789900.995,1289.0001,4/22/2024,-1254929.889,737070.1991,1068,2024-04-07
562,662,1,Buy,Grand Vitara,789.6797,1289.0001,10/21/2024,312059.1638,-67662.86679,1068,2024-04-08
563,663,1,Buy,Engine_Base,78234.543,1450.01,6/20/2024,-1295.284633,0,1068,2024-04-09
564,664,1,Buy,Grand Vitara,789.6797,1289.0001,9/20/2024,452929.0116,-137745.1699,1068,2024-04-10
565,665,1,Buy,Grand Vitara,6789900.995,1289.0001,3/20/2024,530034.2971,-213469.8909,1068,2024-04-11
566,666,1,Buy,Suzuki Swift,764567.1234,3456.01,4/22/2024,-16313.59372,0,1068,2024-04-12
567,667,1,Buy,Grand Vitara,6789900.995,1289.0001,4/22/2024,783300.5221,-460063.5264,1068,2024-04-13
568,668,1,Buy,Engine_Base,764567.1234,3456.01,4/22/2024,-1234.317732,0,1068,2024-04-14
569,669,1,Buy,Suzuki Swift,75456.6543,3456.01,3/20/2024,-17547.29278,0,1068,2024-04-15
570,670,1,Sell,Grand Vitara,6789900.995,1289.0001,2/20/2024,342062.5062,-82276.15617,1068,2024-04-16
571,671,1,Sell,Grand Vitara,789.6797,1289.0001,3/20/2024,1082123.228,-889778.7891,1068,2024-04-17
572,672,1,Buy,Grand Vitara,789.6797,1289.0001,5/20/2024,920803.5802,-598964.9799,1068,2024-04-18
573,673,1,Buy,Suzuki Swift,74567.34567,3456.01,2/20/2024,-17922.75088,0,1068,2024-04-19
574,674,1,Buy,Engine_Base,74567.34567,3456.01,2/20/2024,-1295.117197,0,1068,2024-04-20
575,675,1,Buy,Grand Vitara,789.6797,1289.0001,2/20/2024,1285477.39,-1161962.096,1068,2024-04-21
576,676,1,Sell,Grand Vitara,789.6797,1289.0001,11/20/2024,-309782.8146,40999.33431,1068,2024-04-22
577,677,1,Buy,Grand Vitara,789.6797,1289.0001,4/22/2024,972660.4849,-709387.4738,1068,2024-04-23
578,678,1,Sell,Engine_Base,77345.665,3456.01,5/20/2024,-1285.599736,0,1068,2024-04-24
579,679,1,Buy,Grand Vitara,6789900.995,1289.0001,9/20/2024,2132671.47,-3053964.721,1068,2024-04-25
580,680,1,Sell,Grand Vitara,789.6797,1289.0001,7/22/2024,624650.6748,-295507.7682,1068,2024-04-26
581,681,1,Sell,Suzuki Swift,815678.435,1450.01,9/20/2024,-18386.49226,0,1068,2024-04-27
582,682,1,Buy,Grand Vitara,6789900.995,1289.0001,8/20/2024,1935362.185,-2435818.128,1068,2024-04-28
583,683,1,Sell,Suzuki Swift,809876.456,1450.01,8/20/2024,-19221.60528,0,1068,2024-04-29
584,684,1,Buy,Grand Vitara,789.6797,1289.0001,8/20/2024,601889.7172,-235588.5226,1068,2024-04-30
585,685,1,Buy,Grand Vitara,789.6797,1289.0001,10/21/2024,-463369.8023,100471.0793,1068,2024-05-01
586,686,1,Buy,Suzuki Swift,79234.678,1450.01,7/22/2024,-16713.92152,0,1068,2024-05-02
587,687,1,Sell,Grand Vitara,6789900.995,1289.0001,5/20/2024,1053135.539,-783494.534,1068,2024-05-03
588,688,1,Buy,Suzuki Swift,78234.543,1450.01,6/20/2024,-17925.06799,0,1068,2024-05-04
589,689,1,Sell,Grand Vitara,789.6797,1289.0001,6/20/2024,844322.6335,-475511.2808,1068,2024-05-05
590,690,1,Buy,Grand Vitara,6789900.995,1289.0001,6/20/2024,1375307.758,-1261664.322,1068,2024-05-06
591,691,1,Buy,Suzuki Swift,77345.665,3456.01,5/20/2024,-17098.47649,0,1068,2024-05-07
592,692,1,Sell,Grand Vitara,6789900.995,1289.0001,9/20/2024,-3205852.818,4590749.927,1068,2024-05-08
593,693,1,Buy,Grand Vitara,6789900.995,1289.0001,7/22/2024,1447643.459,-1587149.221,1068,2024-05-09
594,694,1,Buy,Grand Vitara,789.6797,1289.0001,12/20/2024,-102308.982,4897.639155,1068,2024-05-10
595,695,1,Sell,Grand Vitara,6789900.995,1289.0001,12/20/2024,-4148316.92,8051957.935,1068,2024-05-11
596,696,1,Buy,Grand Vitara,6543210.998,1289.0001,1/20/2025,-261966.712,30646.5663,1068,2024-05-12
597,697,1,Buy,Grand Vitara,6789900.995,1289.0001,1/20/2025,-4384568.175,8585044.555,1068,2024-05-13
598,698,1,Buy,Grand Vitara,6789900.995,1289.0001,11/20/2024,-4150460.99,7359625.027,1068,2024-05-14
599,699,1,Sell,Grand Vitara,6789900.995,1289.0001,8/20/2024,-5217063.282,6566118.356,1068,2024-05-15
600,700,1,Buy,Grand Vitara,789.6797,1289.0001,9/20/2024,-1276436.305,388190.7091,1068,2024-05-16
601,701,1,Sell,Grand Vitara,789.6797,1289.0001,8/20/2024,-1622485.325,635064.7658,1068,2024-05-17
602,702,1,Buy,Engine_Base,809876.456,1450.01,8/20/2024,51814.76207,0,1068,2024-05-18
603,703,1,Buy,Engine_Base,815678.435,1450.01,9/20/2024,51816.4782,0,1068,2024-05-19
604,704,1,Buy,Grand Vitara,6789900.995,1289.0001,9/20/2024,-6010255.962,8606627.77,1068,2024-05-20
605,705,1,Buy,Grand Vitara,6789900.995,1289.0001,10/21/2024,-6601424.763,10597896.3,1068,2024-05-21
606,706,1,Sell,Grand Vitara,789.6797,1289.0001,10/21/2024,-891597.6109,193322.4499,1068,2024-05-22
607,707,1,Sell,Engine_Base,83345.1234,1450.01,11/20/2024,51889.50561,0,1068,2024-05-23
608,708,1,Sell,Grand Vitara,6789900.995,1289.0001,12/20/2024,-8176708.778,15871138.87,1068,2024-05-24
609,709,1,Buy,Grand Vitara,789.6797,1289.0001,11/20/2024,-570004.0808,75439.36372,1068,2024-05-25
610,710,1,Sell,Grand Vitara,6789900.995,1289.0001,11/20/2024,-7636897.822,13541798.11,1068,2024-05-26
611,711,1,Buy,Engine_Base,82123,1450.01,10/21/2024,50146.63973,0,1068,2024-05-27
612,712,1,Buy,Engine_Base,79234.678,1450.01,7/22/2024,50141.76455,0,1068,2024-05-28
613,713,1,Buy,Grand Vitara,789.6797,1289.0001,7/22/2024,-1873952.024,886523.4442,1068,2024-05-29
614,714,1,Buy,Engine_Base,78234.543,1450.01,6/20/2024,51811.38533,0,1068,2024-05-30
615,715,1,Buy,Grand Vitara,789.6797,1289.0001,6/20/2024,-2276000.143,1281813.066,1068,2024-05-31
616,716,1,Buy,Engine_Base,74567.34567,3456.01,2/20/2024,51804.68786,0,1068,2024-06-01
617,717,1,Buy,Grand Vitara,6789900.995,1289.0001,3/20/2024,-1463904.249,589583.4416,1068,2024-06-02
618,718,1,Buy,Grand Vitara,789.6797,1289.0001,2/20/2024,-3465199.921,3132245.596,1068,2024-06-03
619,719,1,Sell,Grand Vitara,6789900.995,1289.0001,2/20/2024,-922081.5386,221787.8588,1068,2024-06-04
620,720,1,Sell,Engine_Base,75456.6543,3456.01,3/20/2024,48463.95148,0,1068,2024-06-05
621,721,1,Buy,Grand Vitara,6543210.998,1289.0001,1/20/2025,515382.1871,-60292.70589,1068,2024-06-06
622,722,1,Buy,Grand Vitara,789.6797,1289.0001,3/20/2024,-2988721.297,2457484.324,1068,2024-06-07
623,723,1,Buy,Grand Vitara,6789900.995,1289.0001,4/22/2024,-2309493.206,1356457.081,1068,2024-06-08
624,724,1,Buy,Grand Vitara,6789900.995,1289.0001,6/20/2024,-3707351.346,3401008.155,1068,2024-06-09
625,725,1,Sell,Engine_Base,77345.665,3456.01,5/20/2024,50138.38971,0,1068,2024-06-10
626,726,1,Buy,Engine_Base,8400.123,1450.01,12/20/2024,50149.85439,0,1068,2024-06-11
627,727,1,Sell,Grand Vitara,6789900.995,1289.0001,5/20/2024,-2872187.835,2136803.325,1068,2024-06-12
628,728,1,Buy,Grand Vitara,789.6797,1289.0001,5/20/2024,-2511282.491,1633540.82,1068,2024-06-13
629,729,1,Sell,Grand Vitara,789.6797,1289.0001,4/22/2024,-2867804.525,2091567.032,1068,2024-06-14
630,730,1,Sell,Engine_Base,764567.1234,3456.01,4/22/2024,51738.48495,0,1068,2024-06-15
631,731,1,Buy,Grand Vitara,789.6797,1289.0001,12/20/2024,-201660.2799,9653.717279,1068,2024-06-16
632,732,1,Sell,Grand Vitara,6789900.995,1289.0001,1/20/2025,8626013.276,-16889851.91,1068,2024-06-17
633,733,1,Buy,Engine_Base,8400.123,1450.01,12/20/2024,-50149.85439,0,1068,2024-06-18
634,734,1,Buy,Engine_Base,809876.456,1450.01,8/20/2024,-51814.76207,0,1068,2024-06-19
635,735,1,Buy,Grand Vitara,789.6797,1289.0001,9/20/2024,1276436.305,-388190.7091,1068,2024-06-20
636,736,1,Sell,Grand Vitara,6789900.995,1289.0001,8/20/2024,5217063.282,-6566118.356,1068,2024-06-21
637,737,1,Buy,Grand Vitara,789.6797,1289.0001,8/20/2024,1622485.325,-635064.7658,1068,2024-06-22
638,738,1,Sell,Grand Vitara,6789900.995,1289.0001,10/21/2024,6601424.763,-10597896.3,1068,2024-06-23
639,739,1,Buy,Engine_Base,79234.678,1450.01,7/22/2024,-50141.76455,0,1068,2024-06-24
640,740,1,Buy,Grand Vitara,6789900.995,1289.0001,9/20/2024,6010255.962,-8606627.77,1068,2024-06-25
641,741,1,Sell,Grand Vitara,789.6797,1289.0001,10/21/2024,891597.6109,-193322.4499,1068,2024-06-26
642,742,1,Buy,Engine_Base,82123,1450.01,10/21/2024,-50146.63973,0,1068,2024-06-27
643,743,1,Buy,Grand Vitara,789.6797,1289.0001,7/22/2024,1873952.024,-886523.4442,1068,2024-06-28
644,744,1,Sell,Grand Vitara,6789900.995,1289.0001,12/20/2024,8176708.778,-15871138.87,1068,2024-06-29
645,745,1,Buy,Engine_Base,853456.765,12678.01,1/20/2025,-51829.31486,0,1068,2024-06-30
646,746,1,Buy,Engine_Base,83345.1234,1450.01,11/20/2024,-51889.50561,0,1068,2024-07-01
647,747,1,Buy,Grand Vitara,789.6797,1289.0001,12/20/2024,201660.2799,-9653.717279,1068,2024-07-02
648,748,1,Sell,Grand Vitara,789.6797,1289.0001,11/20/2024,570004.0808,-75439.36372,1068,2024-07-03
649,749,1,Buy,Grand Vitara,6789900.995,1289.0001,11/20/2024,7636897.822,-13541798.11,1068,2024-07-04
650,750,1,Sell,Grand Vitara,6789900.995,1289.0001,7/22/2024,4342930.376,-4761447.664,1068,2024-07-05
651,751,1,Buy,Engine_Base,815678.435,1450.01,9/20/2024,-51816.4782,0,1068,2024-07-06
652,752,1,Buy,Grand Vitara,789.6797,1289.0001,6/20/2024,2276000.143,-1281813.066,1068,2024-07-07
653,753,1,Buy,Grand Vitara,789.6797,1289.0001,2/20/2024,3465199.921,-3132245.596,1068,2024-07-08
654,754,1,Buy,Grand Vitara,789.6797,1289.0001,3/20/2024,2988721.297,-2457484.324,1068,2024-07-09
655,755,1,Sell,Engine_Base,74567.34567,3456.01,2/20/2024,-51804.68786,0,1068,2024-07-10
656,756,1,Sell,Grand Vitara,6789900.995,1289.0001,2/20/2024,922081.5386,-221787.8588,1068,2024-07-11
657,757,1,Sell,Grand Vitara,6789900.995,1289.0001,3/20/2024,1463904.249,-589583.4416,1068,2024-07-12
658,758,1,Buy,Grand Vitara,6789900.995,1289.0001,6/20/2024,3707351.346,-3401008.155,1068,2024-07-13
659,759,1,Sell,Grand Vitara,6789900.995,1289.0001,1/20/2025,-8626013.276,16889851.91,1068,2024-07-14
660,760,1,Buy,Engine_Base,75456.6543,3456.01,3/20/2024,-48463.95148,0,1068,2024-07-15
661,761,1,Buy,Engine_Base,853456.765,12678.01,1/20/2025,51829.31486,0,1068,2024-07-16
662,762,1,Buy,Engine_Base,764567.1234,3456.01,4/22/2024,-51738.48495,0,1068,2024-07-17
663,763,1,Buy,Grand Vitara,6789900.995,1289.0001,4/22/2024,2309493.206,-1356457.081,1068,2024-07-18
664,764,1,Buy,Grand Vitara,6789900.995,1289.0001,5/20/2024,2872187.835,-2136803.325,1068,2024-07-19
665,765,1,Buy,Engine_Base,78234.543,1450.01,6/20/2024,-51811.38533,0,1068,2024-07-20
666,766,1,Buy,Grand Vitara,789.6797,1289.0001,5/20/2024,2511282.491,-1633540.82,1068,2024-07-21
667,767,1,Buy,Grand Vitara,6543210.998,1289.0001,1/20/2025,-515382.1871,60292.70589,1068,2024-07-22
668,768,1,Sell,Engine_Base,77345.665,3456.01,5/20/2024,-50138.38971,0,1068,2024-07-23
669,769,1,Sell,Grand Vitara,789.6797,1289.0001,4/22/2024,2867804.525,-2091567.032,1068,2024-07-24
670,770,1,Buy,Grand Vitara,3894560.999,1289.0001,7/20/2023,-166802.5673,19389.81004,1071,2024-07-25
671,771,1,Buy,Baleno,65,0.01,5/19/2023,-71646.26193,0,1071,2024-07-26
672,772,1,Buy,Grand Vitara,56432.60486,1289.0001,5/19/2023,1118619.911,-268694.1996,1071,2024-07-27
673,773,1,Buy,Grand Vitara,3894560.999,1289.0001,7/20/2023,558788.6004,-64956.02429,1071,2024-07-28
674,774,1,Sell,Grand Vitara,54670.9942,1289.0001,5/19/2023,627757.7236,-84620.71419,1071,2024-07-29
675,775,1,Buy,Baleno,66345.789,45678.01,6/20/2023,-74082.15813,0,1071,2024-07-30
676,776,1,Sell,Grand Vitara,56432.60486,1289.0001,6/20/2023,2048453.082,-858211.7036,1071,2024-07-31
677,777,1,Buy,Baleno,67456.789,45678.01,7/20/2023,-71746.76661,0,1071,2024-08-01
678,778,1,Sell,Grand Vitara,56432.60486,1289.0001,7/20/2023,2071726.879,-892869.3831,1071,2024-08-02
679,779,1,Sell,Grand Vitara,56432.60486,1289.0001,7/20/2023,-618425.9341,266528.1296,1071,2024-08-03
680,780,1,Buy,Grand Vitara,56432.60486,1289.0001,5/19/2023,-344190.7419,82675.13476,1071,2024-08-04
681,781,1,Sell,Grand Vitara,54670.9942,1289.0001,6/20/2023,-66574.44247,2991.361544,1071,2024-08-05
682,782,1,Buy,Grand Vitara,56432.60486,1289.0001,6/20/2023,-620743.3581,260064.1456,1071,2024-08-06
683,783,1,Buy,Grand Vitara,54670.9942,1289.0001,5/19/2023,-193156.2226,26037.12492,1071,2024-08-07
684,784,1,Buy,Creta,80456.78345,1450.01,8/20/2024,74021.08867,0,1071,2024-08-08
685,785,1,Sell,Creta,74567.34567,3456.01,2/20/2024,74006.69695,0,1071,2024-08-09
686,786,1,Buy,Grand Vitara,6789900.995,1289.0001,2/20/2024,-1317259.341,316839.8514,1071,2024-08-10
687,787,1,Sell,Grand Vitara,789.6797,1289.0001,8/20/2024,-2317836.178,907235.4063,1071,2024-08-11
688,788,1,Buy,Grand Vitara,6789900.995,1289.0001,8/20/2024,-7452947.546,9380169.213,1071,2024-08-12
689,789,1,Buy,Grand Vitara,6789900.995,1289.0001,9/20/2024,-8586079.946,12295182.61,1071,2024-08-13
690,790,1,Sell,Grand Vitara,789.6797,1289.0001,9/20/2024,-1823480.436,554558.6348,1071,2024-08-14
691,791,1,Buy,Grand Vitara,789.6797,1289.0001,3/20/2024,-4269601.853,3510691.784,1071,2024-08-15
692,792,1,Buy,Creta,815678.435,1450.01,9/20/2024,74023.54028,0,1071,2024-01-01
693,793,1,Sell,Grand Vitara,789.6797,1289.0001,10/18/2024,-1323331.73,298113.3759,1071,2024-01-02
694,794,1,Buy,Grand Vitara,6789900.995,1289.0001,10/18/2024,-9331999.121,14824946.04,1071,2024-01-03
695,795,1,Buy,Grand Vitara,6543210.998,1289.0001,1/20/2025,173237.7099,-20266.46398,1071,2024-01-04
696,796,1,Buy,Grand Vitara,789.6797,1289.0001,2/20/2024,-4950285.601,4474636.726,1071,2024-01-05
697,797,1,Sell,Grand Vitara,6789900.995,1289.0001,3/20/2024,-2091291.784,842262.2457,1071,2024-01-06
698,798,1,Buy,Grand Vitara,6789900.995,1289.0001,12/20/2024,2781193.462,-5398346.623,1071,2024-01-07
699,799,1,Sell,Creta,7843678.908,3456.01,6/20/2024,74016.26476,0,1071,2024-01-08
700,800,1,Buy,Grand Vitara,789.6797,1289.0001,7/19/2024,-2724870.486,1312092.505,1071,2024-01-09
701,801,1,Buy,Grand Vitara,6789900.995,1289.0001,7/19/2024,-6109204.636,6595414.318,1071,2024-01-10
702,802,1,Buy,Grand Vitara,789.6797,1289.0001,6/20/2024,-3251428.775,1831161.417,1071,2024-01-11
703,803,1,Buy,Grand Vitara,6789900.995,1289.0001,6/20/2024,-5296216.209,4858583.026,1071,2024-01-12
704,804,1,Sell,Grand Vitara,789.6797,1289.0001,5/20/2024,-3587546.416,2333629.69,1071,2024-01-13
705,805,1,Sell,Grand Vitara,6789900.995,1289.0001,5/20/2024,-4103125.478,3052576.259,1071,2024-01-14
706,806,1,Sell,Creta,75456.6543,3456.01,3/20/2024,69234.2164,0,1071,2024-01-15
707,807,1,Buy,Creta,77345.665,3456.01,5/20/2024,71626.27102,0,1071,2024-01-16
708,808,1,Sell,Creta,764567.1234,3456.01,4/19/2024,73911.88445,0,1071,2024-01-17
709,809,1,Buy,Grand Vitara,6789900.995,1289.0001,4/19/2024,-3205000.707,1828640.699,1071,2024-01-18
710,810,1,Buy,Grand Vitara,789.6797,1289.0001,4/19/2024,-4144304.343,3057563.119,1071,2024-01-19
711,811,1,Buy,Grand Vitara,6789900.995,1289.0001,1/20/2025,2899500.261,-5677261.204,1071,2024-01-20
712,812,1,Buy,Grand Vitara,6789900.995,1289.0001,11/20/2024,2628880.489,-4661548.37,1071,2024-01-21
713,813,1,Buy,Grand Vitara,789.6797,1289.0001,12/20/2024,68591.93192,-3283.564001,1071,2024-01-22
714,814,1,Buy,Creta,79234.678,1450.01,7/19/2024,71630.86263,0,1071,2024-01-23
715,815,1,Buy,Grand Vitara,6543210.998,1289.0001,1/20/2025,-736260.2673,86132.25073,1071,2024-01-24
716,816,1,Buy,Grand Vitara,789.6797,1289.0001,3/20/2024,1138560.494,-936184.4976,1071,2024-01-25
717,817,1,Sell,Grand Vitara,6789900.995,1289.0001,2/20/2024,356016.0381,-85632.36333,1071,2024-01-26
718,818,1,Sell,Grand Vitara,789.6797,1289.0001,2/20/2024,1337915.027,-1209361.246,1071,2024-01-27
719,819,1,Buy,Creta,853456.765,12678.01,1/20/2025,74041.87837,0,1071,2024-01-28
720,820,1,Buy,Grand Vitara,6789900.995,1289.0001,12/20/2024,-11681012.54,22673055.9,1071,2024-01-29
721,821,1,Buy,Grand Vitara,6789900.995,1289.0001,1/20/2025,-12322876.11,24128360.11,1071,2024-01-30
722,822,1,Buy,Grand Vitara,789.6797,1289.0001,4/19/2024,1090606.406,-804621.8194,1071,2024-01-31
723,823,1,Sell,Creta,8400.123,1450.01,12/20/2024,71642.64913,0,1071,2024-02-01
724,824,1,Buy,Grand Vitara,789.6797,1289.0001,12/20/2024,-288086.1141,13791.02468,1071,2024-02-02
725,825,1,Sell,Creta,83345.1234,1450.01,11/20/2024,74127.86516,0,1071,2024-02-03
726,826,1,Buy,Grand Vitara,6789900.995,1289.0001,11/20/2024,-10909854.03,19345425.81,1071,2024-02-04
727,827,1,Sell,Grand Vitara,6789900.995,1289.0001,3/20/2024,557677.8092,-224603.2003,1071,2024-02-05
728,828,1,Sell,Grand Vitara,6789900.995,1289.0001,4/19/2024,843421.2387,-481221.2661,1071,2024-02-06
729,829,1,Buy,Grand Vitara,789.6797,1289.0001,11/20/2024,196214.8299,-25968.76584,1071,2024-02-07
730,830,1,Sell,Grand Vitara,6789900.995,1289.0001,8/20/2024,1863236.887,-2345042.303,1071,2024-02-08
731,831,1,Buy,Grand Vitara,789.6797,1289.0001,10/18/2024,322763.8366,-72710.58857,1071,2024-02-09
732,832,1,Buy,Grand Vitara,6789900.995,1289.0001,10/18/2024,2276097.347,-3615840.524,1071,2024-02-10
733,833,1,Buy,Grand Vitara,789.6797,1289.0001,9/20/2024,450242.083,-136928.0275,1071,2024-02-11
734,834,1,Sell,Grand Vitara,6789900.995,1289.0001,9/20/2024,2120019.74,-3035847.517,1071,2024-02-12
735,835,1,Buy,Grand Vitara,6789900.995,1289.0001,7/19/2024,1546634.085,-1669725.124,1071,2024-02-13
736,836,1,Sell,Grand Vitara,789.6797,1289.0001,8/20/2024,579459.0445,-226808.8516,1071,2024-02-14
737,837,1,Buy,Grand Vitara,6789900.995,1289.0001,5/20/2024,1065746.878,-792876.9104,1071,2024-02-15
738,838,1,Buy,Grand Vitara,789.6797,1289.0001,7/19/2024,689840.6293,-332175.3349,1071,2024-02-16
739,839,1,Sell,Grand Vitara,789.6797,1289.0001,6/20/2024,833699.6859,-469528.6043,1071,2024-02-17
740,840,1,Buy,Grand Vitara,6789900.995,1289.0001,6/20/2024,1358004.156,-1245790.534,1071,2024-02-18
741,841,1,Buy,Grand Vitara,789.6797,1289.0001,5/20/2024,931830.238,-606137.5607,1071,2024-02-19
742,842,1,Sell,Creta,82123,1450.01,10/18/2024,71637.82714,0,1071,2024-02-20
743,843,1,Buy,Wagon R,72567.98,5678.01,2/20/2023,-2381.657773,0,1071,2024-02-21
744,844,1,Buy,Grand Vitara,2953456.992,10.01,2/20/2023,-3026.690087,256.4280294,1071,2024-02-22
745,845,1,Buy,Grand Vitara,2953456.992,10.01,2/20/2023,45523.252,-256.4280294,1071,2024-02-23
746,846,1,Sell,Grand Vitara,14567.3,1234.156,2/20/2023,-1637.389719,75.04713722,1071,2024-02-24
747,847,1,Buy,Wagon R,8234.890345,5678.01,2/20/2023,2381.657773,0,1071,2024-02-25
748,848,1,Sell,Wagon R,72567.98,5678.01,2/20/2023,2381.657773,0,1071,2024-02-26
749,849,1,Buy,Wagon R,8234.890345,5678.01,2/20/2023,-2381.657773,0,1071,2024-02-27
750,850,1,Buy,Seltos,46,0.01,3/20/2023,-99.30063095,0,1071,2024-02-28
751,851,1,Buy,Seltos,33,12340.0123,3/20/2023,-99.30063095,0,1071,2024-02-29
752,852,1,Buy,Seltos,52,134560.01,3/20/2023,-99.30063095,0,1071,2024-03-01
753,853,1,Sell,Seltos,48,0.01,3/20/2023,-99.30063095,0,1071,2024-03-02
754,854,1,Sell,Seltos,53,134560.01,3/20/2023,-99.30063095,0,1071,2024-03-03
755,855,1,Sell,Grand Vitara,2953456.992,10.01,3/20/2023,11238.64254,-1044.309465,1071,2024-03-04
756,856,1,Buy,Seltos,51,134560.01,3/20/2023,-99.30063095,0,1071,2024-03-05
757,857,1,Sell,Seltos,34,12340.0123,3/20/2023,-99.30063095,0,1071,2024-03-06
758,858,1,Buy,Grand Vitara,54670.9942,1289.0001,3/20/2023,13958.89257,-1611.027983,1071,2024-03-07
759,859,1,Buy,Seltos,37,0.01,3/20/2023,-99.30063095,0,1071,2024-03-08
760,860,1,Buy,Seltos,32,12340.0123,3/20/2023,-99.30063095,0,1071,2024-03-09
761,861,1,Buy,Seltos,41,0.01,3/20/2023,99.30063095,0,1071,2024-03-10
762,862,1,Buy,Seltos,41,0.01,3/20/2023,-99.30063095,0,1071,2024-03-11
763,863,1,Buy,Seltos,31,12340.0123,3/20/2023,99.30063095,0,1071,2024-03-12
764,864,1,Buy,Seltos,57,134560.01,3/20/2023,99.30063095,0,1071,2024-03-13
765,865,1,Buy,Seltos,35,12340.0123,3/20/2023,99.30063095,0,1071,2024-03-14
766,866,1,Sell,Seltos,34,12340.0123,3/20/2023,99.30063095,0,1071,2024-03-15
767,867,1,Sell,Seltos,33,12340.0123,3/20/2023,99.30063095,0,1071,2024-03-16
768,868,1,Buy,Grand Vitara,2953456.992,10.01,3/20/2023,-11238.64254,1044.309465,1071,2024-03-17
769,869,1,Buy,Seltos,53,134560.01,3/20/2023,99.30063095,0,1071,2024-03-18
770,870,1,Buy,Seltos,30,12340.0123,3/20/2023,99.30063095,0,1071,2024-03-19
771,871,1,Buy,Seltos,44,0.01,3/20/2023,99.30063095,0,1071,2024-03-20
